ID,FARE
1,68.8197
2,22.8153
3,109.293
4,39.6235
5,33.0682
6,207.576
7,420.184
8,37.5959
9,171.554
10,46.1549
11,89.124
12,352.431
13,73.2711
14,78.4087
15,55.2838
16,44.2298
17,385.928
18,127.23
19,422.854
20,52.6832
21,83.6713
22,99.4814
23,79.4964
24,214.53
25,517.726
26,75.1246
27,67.4458
28,940.982
29,159.408
30,37.2349
31,544.296
32,602.937
33,159.882
34,393.025
35,105.218
36,79.3438
37,73.8494
38,79.2791
39,51.9845
40,39.1612
41,383.638
42,544.796
43,114.267
44,101.874
45,117.346
46,74.6147
47,41.7972
48,429.937
49,93.0138
50,30.3614
51,560.479
52,110.253
53,51.193
54,1001.67
55,72.6612
56,173.552
57,38.3758
58,1195.27
59,329.476
60,589.233
61,48.7891
62,31.9326
63,92.1341
64,49.0387
65,222.93
66,40.6102
67,54.2041
68,57.507
69,337.152
70,96.8543
71,913.787
72,91.206
73,1193.57
74,302.789
75,88.114
76,34.4824
77,118.943
78,115.655
79,47.8172
80,525.209
81,526.063
82,125.616
83,405.12
84,34.9244
85,639.957
86,95.2599
87,113.701
88,1019.72
89,137.996
90,255.316
91,94.5239
92,939.078
93,804.519
94,78.0634
95,48.5164
96,64.1346
97,526.849
98,55.3542
99,1028.27
100,777.313
101,475.983
102,952.568
103,990.662
104,45.6517
105,73.2675
106,461.552
107,46.8765
108,573.643
109,401.364
110,76.3775
111,58.355
112,199.743
113,37.6511
114,154.927
115,75.3501
116,72.4435
117,44.6362
118,149.911
119,357.0
120,417.521
121,162.144
122,55.5974
123,587.839
124,82.8877
125,729.149
126,69.5693
127,39.3452
128,74.9568
129,472.466
130,92.5188
131,388.481
132,167.083
133,905.38
134,220.649
135,54.9139
136,519.269
137,95.405
138,113.825
139,461.586
140,62.6069
141,544.251
142,32.5064
143,55.0071
144,118.336
145,35.4175
146,47.4955
147,437.079
148,689.513
149,77.2063
150,383.053
151,63.167
152,76.3597
153,642.418
154,190.951
155,40.8654
156,401.812
157,701.482
158,91.8333
159,263.909
160,1076.7
161,87.1679
162,63.6193
163,39.539
164,37.8017
165,669.521
166,260.339
167,727.453
168,56.4095
169,1014.79
170,396.146
171,440.057
172,370.633
173,74.1157
174,54.4076
175,69.4659
176,61.5537
177,333.8
178,917.582
179,47.0587
180,17.4388
181,753.086
182,58.2203
183,86.7519
184,246.53
185,43.7093
186,532.641
187,454.251
188,492.29
189,303.73
190,362.127
191,29.8527
192,610.354
193,96.1572
194,224.953
195,959.588
196,40.3662
197,41.4197
198,362.222
199,47.6117
200,132.941
201,52.1015
202,81.899
203,197.419
204,52.0757
205,42.995
206,58.1726
207,75.7616
208,586.864
209,78.519
210,156.75
211,1125.92
212,44.2701
213,45.2753
214,713.998
215,555.386
216,85.9744
217,244.084
218,876.189
219,40.7347
220,497.094
221,68.5728
222,58.9601
223,561.193
224,29.3715
225,698.766
226,71.4283
227,56.9647
228,744.586
229,45.7764
230,73.763
231,366.099
232,475.476
233,253.122
234,965.849
235,295.985
236,32.3123
237,74.5336
238,117.221
239,50.6116
240,292.141
241,78.0797
242,393.668
243,41.6326
244,50.2574
245,118.25
246,610.541
247,185.958
248,44.6419
249,68.005
250,243.865
251,50.0766
252,933.325
253,387.734
254,43.2428
255,455.855
256,45.6679
257,628.896
258,518.119
259,73.0665
260,18.7422
261,232.584
262,68.6215
263,84.2925
264,59.837
265,351.589
266,51.6032
267,78.4336
268,89.042
269,349.998
270,721.974
271,38.7364
272,49.6007
273,85.7419
274,42.0204
275,47.4208
276,1031.04
277,35.1011
278,51.6716
279,489.487
280,113.533
281,81.0269
282,957.717
283,212.078
284,929.029
285,93.4009
286,46.3867
287,78.3406
288,295.947
289,422.794
290,79.8396
291,224.973
292,532.706
293,663.498
294,39.6795
295,772.804
296,151.133
297,97.7466
298,1159.46
299,1099.02
300,176.317
301,519.053
302,38.8133
303,52.5053
304,417.075
305,55.0378
306,96.1721
307,36.8213
308,169.518
309,21.6945
310,59.2345
311,880.025
312,1301.79
313,258.407
314,478.474
315,561.086
316,213.696
317,456.115
318,52.7051
319,70.6809
320,92.9729
321,106.595
322,847.229
323,75.8871
324,514.205
325,52.3675
326,251.866
327,38.693
328,902.205
329,38.725
330,43.5002
331,914.629
332,499.7
333,76.0495
334,58.6636
335,73.4364
336,77.3575
337,45.0179
338,40.9609
339,322.754
340,280.168
341,657.218
342,55.34
343,62.6317
344,90.1081
345,61.2246
346,391.256
347,66.8905
348,263.902
349,776.07
350,508.734
351,330.992
352,13.6516
353,58.5366
354,54.3722
355,49.7829
356,69.0726
357,77.0771
358,48.2369
359,32.1167
360,993.331
361,514.095
362,33.3683
363,44.8683
364,58.6467
365,152.853
366,59.5507
367,466.094
368,472.316
369,841.216
370,70.8667
371,331.264
372,388.824
373,41.6071
374,612.379
375,52.873
376,787.244
377,204.006
378,45.3657
