ID,FARE
1,71.0758
2,32.549
3,103.172
4,45.3831
5,35.3716
6,204.224
7,424.364
8,45.0941
9,164.309
10,51.9428
11,81.1522
12,349.806
13,82.5341
14,75.763
15,58.9222
16,47.0789
17,376.717
18,154.85
19,425.152
20,51.8223
21,80.9809
22,102.132
23,76.4181
24,223.724
25,542.912
26,76.5881
27,84.7572
28,934.725
29,168.595
30,47.5272
31,516.868
32,603.873
33,159.074
34,396.802
35,119.523
36,77.2151
37,75.4827
38,75.2184
39,52.6662
40,36.323
41,378.529
42,520.93
43,109.753
44,59.1998
45,87.0591
46,71.009
47,39.5836
48,427.002
49,91.0865
50,31.4328
51,551.847
52,98.0824
53,56.7792
54,950.829
55,78.774
56,173.572
57,42.6219
58,1170.01
59,328.568
60,580.515
61,47.5594
62,39.1796
63,87.9188
64,54.8066
65,222.791
66,36.4837
67,59.8458
68,70.8388
69,333.062
70,93.0358
71,919.959
72,86.1351
73,1183.75
74,307.295
75,91.539
76,37.5783
77,100.767
78,119.124
79,47.4109
80,467.737
81,584.49
82,105.545
83,392.187
84,43.6123
85,654.733
86,67.9416
87,109.563
88,993.673
89,153.912
90,250.55
91,93.6908
92,918.989
93,787.164
94,76.3249
95,51.1748
96,48.0199
97,488.498
98,89.7458
99,1017.22
100,770.679
101,463.677
102,937.209
103,974.082
104,62.4855
105,80.7168
106,460.89
107,48.9592
108,572.785
109,400.279
110,73.1216
111,55.3008
112,187.076
113,36.5816
114,156.474
115,75.4413
116,75.7739
117,45.3585
118,187.347
119,353.242
120,421.777
121,168.068
122,59.6013
123,582.778
124,81.2968
125,710.917
126,66.4716
127,47.1602
128,72.0395
129,446.799
130,78.28
131,379.134
132,160.405
133,879.008
134,216.07
135,50.2999
136,529.79
137,85.3942
138,116.101
139,427.359
140,64.8503
141,527.174
142,44.4437
143,50.5053
144,126.404
145,42.4626
146,48.5005
147,429.756
148,658.475
149,75.109
150,378.714
151,70.221
152,66.4518
153,636.392
154,192.232
155,48.0269
156,404.704
157,697.959
158,91.165
159,263.269
160,1073.19
161,88.6766
162,66.5732
163,43.2026
164,42.2615
165,647.607
166,256.846
167,710.716
168,57.9958
169,990.471
170,387.905
171,448.555
172,364.041
173,73.1759
174,52.9396
175,67.1228
176,59.6647
177,333.667
178,906.105
179,45.5988
180,21.981
181,727.324
182,81.0125
183,79.4294
184,102.643
185,50.1214
186,584.847
187,438.819
188,488.389
189,294.492
190,364.656
191,52.7314
192,589.21
193,92.5877
194,159.42
195,977.0
196,43.4265
197,47.1602
198,354.181
199,49.4875
200,135.62
201,51.4931
202,80.6298
203,190.584
204,50.0009
205,45.4918
206,56.2464
207,66.1909
208,560.223
209,79.5734
210,50.4393
211,1097.16
212,46.8651
213,48.8917
214,686.731
215,526.79
216,87.1299
217,252.994
218,848.02
219,66.6822
220,482.9
221,43.1001
222,56.8693
223,556.997
224,30.3263
225,659.08
226,72.2429
227,54.8373
228,728.952
229,45.7385
230,76.6166
231,355.937
232,491.581
233,235.828
234,988.919
235,292.274
236,31.02
237,86.9441
238,47.4687
239,51.6511
240,277.786
241,79.3695
242,386.145
243,49.2438
244,52.0369
245,98.496
246,578.175
247,195.948
248,48.6793
249,67.427
250,243.881
251,48.4675
252,918.561
253,388.982
254,48.8744
255,434.565
256,40.9898
257,631.993
258,499.789
259,71.7149
260,25.2335
261,228.162
262,69.8264
