7,425.79
17,372.0
19,407.32
28,931.614
29,169.414
34,384.24
35,99.7955
60,591.323
74,292.361
85,612.401
90,240.208
93,807.45
97,495.354
99,1020.78
106,443.082
109,408.683
120,411.786
123,562.183
136,534.954
153,632.796
157,704.57
159,253.572
160,1110.13
166,251.448
170,391.138
171,428.65
178,889.684
190,357.443
195,985.107
200,129.886
217,276.462
228,726.584
232,512.886
234,981.161
247,180.567
253,398.643
283,199.463
288,345.313
289,419.917
293,684.889
296,139.239
301,504.979
315,597.409
324,518.931
326,249.361
331,911.981
339,301.023
341,664.901
346,356.648
348,252.924
349,776.82
350,527.87
367,469.799
369,823.126
374,593.821
387,285.325
402,519.322
410,557.998
421,366.55
429,307.141
435,507.579
442,410.186
443,429.576
454,151.937
464,368.572
468,343.335
472,316.691
483,561.928
489,287.074
501,440.736
502,510.555
510,540.149
512,291.267
516,978.273
524,520.284
528,244.425
537,380.252
545,287.873
575,485.644
580,707.285
585,401.464
587,929.737
598,999.269
607,324.459
619,274.904
622,957.828
629,526.585
635,714.917
637,920.163
654,454.242
669,142.983
671,439.747
686,310.292
687,697.046
691,494.561
694,383.794
695,851.357
702,464.041
705,589.415
720,494.798
721,414.773
724,290.044
738,559.53
742,588.201
746,626.482
752,150.523
754,808.651
760,394.416
770,549.472
772,313.806
785,169.015
790,567.324
799,254.589
811,470.646
815,522.605
819,163.549
820,305.421
821,791.877
823,535.605
835,651.546
843,359.765
854,703.197
857,333.621
862,655.571
868,331.665
873,293.854
884,217.558
885,365.357
901,389.991
911,394.324
913,373.071
914,325.73
917,669.037
921,1009.14
922,483.72
926,610.561
929,309.137
936,704.574
940,245.055
942,861.092
947,904.745
954,102.939
961,283.632
971,241.238
975,540.305
978,439.405
984,394.894
991,874.345
1006,645.083
1009,270.5
1013,304.86
1015,761.812
1018,1102.48
1035,643.589
1041,476.496
1049,776.5
1053,210.216
1058,879.271
1064,257.941
1081,307.666
1084,310.311
1087,342.612
1091,439.585
1097,361.198
1099,490.349
1106,946.944
1107,353.792
1117,417.531
1122,942.082
1126,191.25
1128,514.77
1129,564.606
1131,241.969
1137,350.239
1146,469.461
1164,723.982
1168,522.963
1173,329.354
1177,993.564
1179,141.767
1192,482.237
1197,264.651
1206,336.965
1212,553.545
1220,356.789
1224,137.37
1230,747.018
1231,978.474
1241,211.299
1243,317.654
1248,428.804
1252,362.005
1255,576.657
1259,318.86
1261,675.01
1265,519.612
1267,935.546
1277,356.435
1281,121.04
1289,331.133
1290,449.247
1297,437.031
1318,625.608
1329,333.263
1334,553.972
1340,439.733
1344,436.155
1346,694.773
1354,521.131
1363,390.982
1376,836.251
1382,500.18
1391,227.485
1401,897.868
1420,542.884
1428,414.08
1432,384.687
1436,231.44
1441,842.1
1447,432.325
1450,505.738
1458,281.125
1461,269.939
1464,479.394
1465,502.122
1476,523.25
1479,483.376
1488,435.17
1489,596.633
1499,608.547
1502,348.699
1503,205.812
1508,626.571
1518,479.978
1519,583.877
1522,424.966
1535,348.698
1539,398.79
1547,370.72
1569,231.265
1575,343.619
1586,320.41
1587,411.592
1588,1004.23
1589,127.448
1606,512.399
1612,299.035
1616,397.473
1624,310.994
1626,365.24
1633,218.834
1650,203.015
1657,898.08
1670,304.406
1673,603.024
1675,568.327
1694,680.142
1706,354.315
1709,726.629
1710,433.54
1717,506.163
1724,394.466
1734,766.41
1736,507.404
1746,559.945
1753,608.33
1758,960.09
1763,135.365
1782,356.538
1791,895.095
1804,694.354
1807,315.191
1817,405.414
1827,1026.54
1834,585.861
1840,291.115
1847,633.614
1864,322.508
1865,256.783
1872,108.756
1884,507.564
1885,243.69
1895,364.904
1902,266.063
1903,468.477
1921,792.589
1924,283.687
1925,498.031
1926,423.307
1928,442.165
1949,319.505
1953,391.947
1962,978.12
1971,561.429
1981,421.523
1983,532.701
1984,837.3
1990,968.646
1998,416.12
2015,370.501
2021,243.035
2024,330.052
2025,797.297
2037,262.954
2051,498.598
2054,528.247
2055,327.607
2056,376.924
2066,305.857
2070,667.733
2080,389.568
2081,304.604
2101,370.08
2102,928.717
2104,422.299
2105,855.907
2115,241.414
2122,254.066
2124,438.094
2131,326.43
2139,482.46
2160,856.218
2165,586.238
2176,953.651
2177,545.339
2180,303.184
2193,247.498
2200,425.245
2207,435.692
2215,351.249
2220,507.295
2225,591.282
2226,142.153
2228,464.257
2235,246.697
2236,552.086
2237,686.552
2239,307.802
2244,277.836
2246,574.276
2249,628.433
2265,285.3
2268,377.741
2272,446.915
2273,582.773
2276,507.639
2281,509.728
2286,373.079
2301,434.496
2303,360.981
2328,308.287
2333,663.54
2338,612.102
2343,914.307
2349,410.718
2352,674.894
2363,455.15
2376,364.619
2400,315.345
2408,854.136
2409,159.615
2415,255.265
2424,135.215
2425,398.541
2429,493.245
2430,186.228
2446,461.645
2448,512.041
2455,829.72
2462,581.022
2470,937.349
2479,476.651
2485,314.465
2494,293.746
2499,254.86
2503,588.616
2506,689.661
2511,234.938
2519,565.613
2524,826.039
2526,328.13
2537,784.672
2539,540.537
2543,366.39
2567,309.61
2573,929.852
2574,262.314
2579,639.306
2590,514.416
2597,1038.82
2608,211.212
2615,554.646
2622,305.824
2628,596.542
2659,327.962
2660,597.841
2674,322.214
